data_referencia,grupo,b1,b2,b3,b4,l1,l2
2025-09-23,PREFIXADOS,0.0673335962623577,0.0779474750229613,0.0855098972103232,0.203598595616181,1.98929267966423,0.173602689538284
2025-09-23,IPCA,0.067634155910436,0.0536852566857871,-0.071073886343439,0.0451650438059627,0.90340914889069,0.510917729821437
2025-09-24,PREFIXADOS,0.069552524370821,0.0756837624184106,0.0836596127467149,0.197038186767503,1.99383830308666,0.17478339185217
2025-09-24,IPCA,0.067411916167045,0.0526333283824302,-0.0692281677265452,0.0463915801731644,0.905891526162018,0.515030584383546
2025-09-25,PREFIXADOS,0.0736834795860515,0.0711894571294282,0.0805267619431063,0.185650854336058,1.99964693245015,0.17647227171248
2025-09-25,IPCA,0.0672307461425235,0.0518323221103095,-0.0643699780225207,0.0456898593986788,0.90876439850657,0.517431225618899
2025-09-26,PREFIXADOS,0.0690640316110348,0.075260263039358,0.0856949508696092,0.200413021832265,2.01366525911008,0.177851559604801
2025-09-26,IPCA,0.0671552371021802,0.0542929063446828,-0.0690322732942361,0.0470152362540796,0.910011542751347,0.519147278830097
2025-09-29,PREFIXADOS,0.0691940141657644,0.074740503394972,0.0865030437413245,0.201610758836291,2.02968324245033,0.17912354693267
2025-09-29,IPCA,0.0673673117051918,0.0555523700676403,-0.0760966287948512,0.0521913358259115,0.907874076945412,0.518972997053856
2025-09-30,PREFIXADOS,0.0655785047433058,0.0775278993207746,0.0921203135241864,0.210641341902419,2.02992307981379,0.179235360702087
2025-09-30,IPCA,0.0672955808184306,0.0567010801562086,-0.0798081131703408,0.0542977532742348,0.874792181635584,0.502835480074817
2025-10-01,PREFIXADOS,0.0712639895819753,0.0730789721001297,0.0840668668223387,0.193115543466348,2.03369407421867,0.179914023757856
2025-10-01,IPCA,0.0671195113384163,0.0569845799885454,-0.0761929949008856,0.0517712252149703,0.870297145683818,0.499866714280841
2025-10-02,PREFIXADOS,0.0731104868427119,0.0719981213612128,0.0804727632079117,0.192905344231153,2.05718139573979,0.182058422670636
2025-10-02,IPCA,0.0672171409741984,0.0580633928435097,-0.0768360756250591,0.0532591407500451,0.869062682100408,0.499765544920049
2025-10-03,PREFIXADOS,0.0778684943721944,0.0670766582353734,0.0775391042693372,0.179391696942805,2.12119947434708,0.185409289016908
2025-10-03,IPCA,0.0671903611473434,0.0582394367875356,-0.0772405716413567,0.054165970988521,0.870091775378797,0.501415150329126
2025-10-06,PREFIXADOS,0.0727249732229966,0.0719563093324651,0.0826939729600234,0.194853261862258,2.11181171596602,0.1841264472723
2025-10-06,IPCA,0.0670865058349979,0.0590666900463086,-0.0844952966494455,0.0606116633475708,0.877440628856389,0.518882405603938
2025-10-07,PREFIXADOS,0.0730921378730897,0.0715413224213483,0.0820041338264761,0.198555012636758,2.10351416676416,0.183620685317995
2025-10-07,IPCA,0.0675237284736341,0.0600084709988761,-0.0873906068170134,0.0624597644690556,0.887850459390653,0.522064762497494
2025-10-08,PREFIXADOS,0.0750998726443723,0.07035878324209,0.0777526221490794,0.191792794974396,2.11572763823213,0.184460669312947
2025-10-08,IPCA,0.0678325471769549,0.0595808434609122,-0.0873476003785726,0.0605690925581561,0.89622570273074,0.525749459428801
2025-10-09,PREFIXADOS,0.0682212875775896,0.0768601247557118,0.0844759234900202,0.211228598072329,2.11572763823216,0.184348263586594
2025-10-09,IPCA,0.0679376260729183,0.0612129738133459,-0.0944291766962369,0.0631658661220553,0.895381648758885,0.525506674946926
2025-10-10,PREFIXADOS,0.0702376443382122,0.0758373417869774,0.0777170889139993,0.210360227090414,2.11540180213667,0.184289551364454
2025-10-10,IPCA,0.0680582188361564,0.0635235990013596,-0.107150069034688,0.0717989401803425,0.887177162851122,0.520746685949864
2025-10-13,PREFIXADOS,0.0691600418168891,0.07648802732812,0.0798105907926804,0.213002922139325,2.11347417146655,0.183956322477794
2025-10-13,IPCA,0.0677098770544826,0.0641824161000381,-0.0985765891849535,0.0660060526023603,0.877416941619011,0.481380712256682
2025-10-14,PREFIXADOS,0.0684361957454091,0.0770753414421865,0.0804951961700871,0.214208340882769,2.11331004460724,0.183551702850954
2025-10-14,IPCA,0.0681209547770644,0.0632137554270924,-0.0915563995962458,0.059483390457272,0.875191437612078,0.474991069385786
2025-10-15,PREFIXADOS,0.0692339532333338,0.076117926035461,0.080925544280781,0.207682008437663,2.05716649212485,0.179685789152805
2025-10-15,IPCA,0.0680481389313403,0.0608697599456677,-0.0837204152696482,0.0543833965266929,0.874516658252668,0.4749741783705
2025-10-16,PREFIXADOS,0.0684111340184574,0.0772484017239086,0.0803329950862467,0.212372747502587,2.05763510556983,0.179727395842349
2025-10-16,IPCA,0.0687858790251216,0.0654967947475983,-0.0691469393823669,0.0391046840895289,1.07172483083938,0.458244737808781
2025-10-17,PREFIXADOS,0.0683681096994771,0.0775888874187658,0.0794507674760568,0.213819165547561,2.07136767130649,0.180681411864067
2025-10-17,IPCA,0.0683623659012592,0.0648387431796566,-0.0680663224456656,0.0420525334242231,1.078455372329,0.445404482000236
